qemu-ui-spice-core 7.2.0-3
qemu-user 7.2.0-3
qemu-vhost-user-gpu 7.2.0-3
qemu-virtiofsd 7.2.0-3
qiv 2.3.2-4
qmltermwidget 0.2.0.git1-1
qpwgraph 0.3.9-1
qrencode 4.1.1-2
qt4 4.8.7-30
qt5-base 5.15.8+kde+r181-1
qt5-declarative 5.15.8+kde+r24-2
qt5-graphicaleffects 5.15.8-1
qt5-location 5.15.8+kde+r3-1
qt5-multimedia 5.15.8+kde+r2-1
qt5-quickcontrols 5.15.8-1
qt5-quickcontrols2 5.15.8+kde+r7-1
qt5-speech 5.15.8+kde+r1-1
qt5-svg 5.15.8+kde+r8-1
qt5-translations 5.15.8-1
qt5-wayland 5.15.8+kde+r58-1
qt5-webchannel 5.15.8+kde+r3-1
qt5-webengine 5.15.12-2
qt5-x11extras 5.15.8-1
qt6-base 6.4.2-1
qt6-svg 6.4.2-1
qt6-translations 6.4.2-1
qtractor 0.9.31-1
ranger 1.9.3-6
raptor 2.0.15-21
rasqal 1:0.9.33-5
rav1e 0.6.3-1
re2 1:20230201-1
read-edid 3.0.2-4
readline 8.2.001-2
redland 1:1.0.17-8
redshift 1.12-6
rhash 1.4.3-1
rnnoise 0.4.1-1
rpcbind 1.2.6-3
rpm-tools 4.18.0-1
rsync 3.2.7-3
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.1.2-1
ruby 3.0.5-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.5-1
ruby-bundler 2.4.1-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.6.3-1
ruby-logger 1.5.1-3
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.2-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.5-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.5-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.5.7-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.11.0-5
rubygems 3.3.25-1
run-parts 5.5-1
rust 1:1.67.1-1
samba 4.17.5-1
sbc 2.0-1
scdoc 1.11.2-4
screen 4.9.0-1
scrot 1.8.1-1
sdl12-compat 1.2.60-1
sdl2 2.26.3-1
sdl2_image 2.6.3-1
seabios 1.16.1-1
sed 4.9-2
semver 7.3.8-1
serd 0.30.16-1
serf 1.3.9-8
shaderc 2022.4-1
shadow 4.13-2
shared-mime-info 2.2+13+ga2ffb28-1
shellcheck 0.9.0-22
sip 6.7.7-1
sl 5.05-3
slop 7.6-2
smbclient 4.17.5-1
snappy 1.1.9-2
sof-firmware 2.2.4-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-10
spandsp 0.0.6-4
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.1-1
spirv-tools 2022.4-1
sqlite 3.40.1-1
sratom 0.6.14-1
srt 1.5.1-3
startup-notification 0.12-7
strip-nondeterminism 1.12.1-2
subversion 1.14.2-6
sudo 1.9.12.p2-2
svt-av1 1.4.1-1
svt-hevc 1.5.1-2
sysfsutils 2.1.1-1
systemd 252.5-1
systemd-libs 252.5-1
systemd-sysvcompat 252.5-1
taglib 1.13-1
talloc 2.4.0-2
tar 1.34-1
tcl 8.6.13-1
tdb 1.4.8-1
tevent 1:0.14.1-1
texinfo 7.0.2-2
thin-provisioning-tools 1.0.1-1
tinycompress 1.2.8-1
tk 8.6.13-1
tor 0.4.7.13-1
tor-browser 12.0.1-1
totem-pl-parser 3.26.6-2
tpm2-tss 3.2.0-3
tracker3 3.4.2-2
tracker3-miners 3.4.3-1
tree-sitter 0.20.7-1
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
twolame 0.4.0-2
txt2man 1.7.1-2
typescript 4.9.5-1
tzdata 2022g-2
udisks2 2.9.4-1
ueberzug 18.1.9-4
unclutter 1:1.6-2
unibilium 2.1.1-1
unixodbc 2.3.11-1
unzip 6.0-19
upower 1.90.0-3
usbmuxd 1.1.1-2
usbredir 0.13.0-1
usbutils 015-2
util-linux 2.38.1-1
util-linux-libs 2.38.1-1
v4l-utils 1.22.1-1
vala 0.56.4-1
variety 0.8.9-1
vde2 2.3.3-3
vid.stab 1.1-3
vim 9.0.1302-1
vim-runtime 9.0.1302-1
virglrenderer 0.10.4-1
vlc 3.0.18-6
vmaf 2.3.1-1
volume_key 0.3.12-7
vsftpd 3.0.3-8
vte-common 0.70.3-1
vte3 0.70.3-1
vulkan-headers 1:1.3.240-1
vulkan-icd-loader 1.3.240-1
w3m 0.5.3.git20230121_1-1
wavpack 5.6.0-1
wayland 1.21.0-2
wayland-protocols 1.31-1
webkit2gtk 2.38.5-1
webkit2gtk-4.1 2.38.5-1
webp-pixbuf-loader 0.0.7-1
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-6
wildmidi 0.4.5-1
wireless_tools 30.pre9-3
wireplumber 0.4.13-1
wireshark-cli 4.0.3-1
wireshark-qt 4.0.3-1
woff2 1.0.2-4
wolfssl 5.5.4-1
wpebackend-fdo 1.14.0-1
wxwidgets-common 3.2.2.1-1
wxwidgets-gtk3 3.2.2.1-1
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xapp 2.4.2-1
xcb-proto 1.15.2-2
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.4-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+25+g8ae0263-1
xdotool 3.20211022.1-1
xf86-input-libinput 1.2.1-1
xf86-input-synaptics 1.9.2-1
xf86-video-intel 1:2.99.917+923+gb74b67f0-1
xf86-video-vesa 2.6.0-1
xfsprogs 6.1.1-2
xkeyboard-config 2.38-1
xmlsec 1.2.37-1
xorg-bdftopcf 1.1.1-1
xorg-docs 1.7.2-2
xorg-font-util 1.3.3-1
xorg-fonts-100dpi 1.0.3-8
xorg-fonts-75dpi 1.0.3-8
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.6-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.7-1
xorg-server-common 21.1.7-1
xorg-server-devel 21.1.7-1
xorg-server-xephyr 21.1.7-1
xorg-server-xnest 21.1.7-1
xorg-server-xvfb 21.1.7-1
xorg-sessreg 1.1.3-1
xorg-setxkbmap 1.3.3-1
xorg-smproxy 1.0.7-1
xorg-util-macros 1.20.0-2
xorg-x11perf 1.6.2-1
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcalc 1.1.1-1
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.8-1
xorg-xdpyinfo 1.3.3-4
xorg-xdriinfo 1.0.7-1
xorg-xev 1.2.5-1
xorg-xgamma 1.0.7-1
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.6-1
xorg-xkbevd 1.1.5-1
xorg-xkbutils 1.0.5-1
xorg-xkill 1.0.6-1
xorg-xlsatoms 1.1.4-1
xorg-xlsclients 1.1.5-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.7-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xvinfo 1.1.5-1
xorg-xwayland 22.1.8-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-3
xorg-xwud 1.0.6-1
xorgproto 2022.2-1
xreader 3.6.3-1
xvidcore 1.3.7-2
xxhash 0.8.1-3
xz 5.4.1-1
yajl 2.1.0-5
yarn 1.22.19-1
yay 11.3.2-1
zam-plugins 4.1-2
zam-plugins-clap 4.1-2
zam-plugins-ladspa 4.1-2
zam-plugins-lv2 4.1-2
zam-plugins-standalone 4.1-2
zam-plugins-vst 4.1-2
zam-plugins-vst3 4.1-2
zbar 0.23.90-1
zenity 3.44.0-1
zimg 3.0.4-1
zip 3.0-10
zita-convolver 4.0.3-2
zlib 1:1.2.13-2
zstd 1.5.2-8
zvbi 0.2.40-1
zxing-cpp 2.0.0-1
alien_package_converter 8.95-5
betterlockscreen 4.0.4-2
dcron 4.5-8
debhelper 13.11.4-1
downgrade 11.2.1-1
fingerprint-gui 1.09-7
gscreenshot 3.3.0-1
i3lock-color 2.13.c.4-1
iwgtk 0.9-1
jdk 19.0.1-1
jre 19.0.1-1
libfprint-1 1.0-1
lightdm-theme-neon-git 1:r74.82fcdb7-1
lightdm-webkit2-theme-glorious 2.0.5-3
menulibre 2.2.3-1
mkinitcpio-numlock 1.0.3-1
otf-openmoji 14.0.0-1
peek-git 1.5.1.r101.g6f15b9d-1
pipes.sh 1.3.0-1
po-debconf 1.0.21+nmu1-1
pulseeffects-legacy 4.8.7-1
python-x256-git r23.c15de69-1
ruby-fusuma 2.4.1-1
web-greeter 3.5.2-2
xv 3.10a-24
[
2to3
2to3-2.7
2to3-3.10
411toppm
4channels
a52dec
aafire
aainfo
aalib-config
aasavefont
aatest
ab
abw2html
abw2raw
abw2text
acceleration_speed
accessdb
aclocal
aclocal-1.16
aconnect
acountry
acpi
acpid
acpi_listen
acyclic
addcomputer.py
addftinfo
addgnupghome
addpart
addr2line
adig
advtest
affixcompress
afmtodit
afp_client
afpcmd
afpfs
afpfsd
afpgetstatus
agetty
aggregate_profile.pl
ahost
al
al2
alacritty
alsabat
alsabat-test.sh
alsactl
alsa-info.sh
alsaloop
alsamixer
alsatplg
alsaucm
alsoft-config
amdgpu_stress
amidi
amixer
amptest
amrnb-dec
amrnb-enc
amrwb-dec
analyze
animate
annotate
anytopnm
anytovcd.sh
aomdec
aomenc
apachectl
aplay
aplaymidi
applygnupgdefaults
appstream-builder
appstream-compose
appstream-util
apr-1-config
aprofutil
apropos
apu-1-config
apxs
ar
archlinux-java
archlinux-keyring-wkd-sync
arch-meson
arecord
arecordmidi
argon2
aria_chk
aria_dump_log
aria_ftdump
aria_pack
aria_read_log
aria_s3_copy
arp
arpd
arping
arptables-nft
arptables-nft-restore
arptables-nft-save
as
asciitopgm
ascii-xfr
aseqdump
aseqnet
aserver
asn1Coding
asn1Decoding
asn1Parser
assimp
assistant-qt4
atexec.py
atktopbm
ATR_analysis
attr
aubiomfcc
aubionotes
aubioonset
aubiopitch
aubioquiet
aubiotrack
audispd-zos-remote
audisp-remote
audisp-syslog
auditctl
auditd
augenrules
aulast
aulastlog
aureport
ausearch
ausyscall
autoconf
autoheader
autom4te
automake
automake-1.16
autopoint
autoreconf
autoscan
autoupdate
autrace
auvirt
avahi-autoipd
avahi-bookmarks
avahi-browse
avahi-browse-domains
avahi-daemon
avahi-discover
avahi-discover-standalone
avahi-dnsconfd
avahi-publish
avahi-publish-address
avahi-publish-service
avahi-resolve
avahi-resolve-address
avahi-resolve-host-name
avahi-set-host-name
avifdec
avifenc
avinfo
avstopam
avtest
awk
axfer
b2
b2sum
badblocks
base32
base64
basename
basenc
bash
bashbug
bc
bcmfw
bcomps
bdaddr
bdftogd
bdftopcf
bdftruncate
bd_info
bd_list_titles
bd_splice
betterlockscreen
bggen
binwalk
bioradtopgm
bison
bjam
bjoentegaard
blkdeactivate
blkdiscard
blkid
blkzone
blockdev
block-rate-estim
bluemoon
bluetoothctl
bluetooth-player
bmptopnm
bmptoppm
bneptest
bookman
bootctl
boxdumper
bridge
brltty
brltty-atb
brltty-cldr
brltty-clip
brltty-config.sh
brltty-ctb
brltty-genkey
brltty-hid
brltty-ktb
brltty-lscmds
brltty-lsinc
brltty-mkuser
brltty-morse
brltty-prologue.bash
brltty-prologue.lua
brltty-prologue.sh
brltty-prologue.tcl
brltty-setcaps
brltty-trtxt
brltty-ttb
brltty-ttysize
brltty-tune
broadwayd
brotli
brushtopbm
bs2bconvert
bs2bstream
bscalc
bsdcat
bsdcpio
bsdtar
bshell
bssh
btattach
btconfig
btfdiff
btgatt-client
btgatt-server
btinfo
btiotest
btmgmt
btmon
btop
btpclient
btpclientctl
btproxy
btrfs
btrfsck
btrfs-convert
btrfs-find-root
btrfs-image
btrfs-map-logical
btrfs-select-super
btrfstune
btsnoop
bundle
bundler
bunzip2
burpsuite
busctl
bvnc
bwrap
bzcat
bzdiff
bzgrep
bzip2
bzip2recover
bzmore
c++
c89
c99
cacaclock
caca-config
cacademo
cacafire
cacaplay
cacaserver
cacaview
cache_check
cache_dump
cache_metadata_size
cache_repair
cache_restore
cache_writeback
cairo-trace
cal
calc
calfjackhost
cameratopam
canberra-boot
canberra-gtk-play
capinfos
capsh
captest
captoinfo
captype
cargo
cargo-clippy
cargo-fmt
caspol
cat
catman
cc
cccheck
ccmake
ccomps
ccrewrite
cdda-player
cd-drive
cd-info
cd-paranoia
cdparanoia
cdr2raw
cdr2text
cdr2xhtml
cd-read
cec-compliance
cec-ctl
cec-follower
cert2spc
certmgr
cert-sync
cert-to-efi-hash-list
cert-to-efi-sig-list
certtool
certutil
cfdisk
c++filt
cgdisk
chacl
chage
chardetect
chattr
chcon
chcpu
checkgid
check-regexp
check-selftest
checkupdates
cheese
chem
chfn
chgpasswd
chgrp
chktrust
chmem
chmod
chmorph
choom
chown
chpasswd
chroot
chrt
chsh
chvt
cifscreds
cifsdd
cifs.idmap
cifs.upcall
circo
cistopbm
cjpeg
cjpeg_hdr
cjxl
cksum
clear
clippy-driver
clockdiff
cltest
cluster
clusterdb
cmake
cmake-gui
cmp
cmsutil
cmuwmtopbm
cmx2raw
cmx2text
cmx2xhtml
codiff
col
colcrt
colrm
column
comm
compare
compile_et
composite
conf.py
conjure
conky
conplay
convert
convert-dtsv0
convert-mans
cool-retro-term
copyq
coredumpctl
corepack
core_perl
corrupt_mpeg2
cp
cpack
cpio
cplay
cpp
cpp2html
createdb
createfp
create-image
createuser
crecord
c_rehash
crlupdate
crlutil
crond
crontab
cryptsetup
csc
csharp
csi
csplit
cstool
ctest
ctracer
ctrlaltdel
ctstat
cups-config
curl
curl-config
cut
cvlc
cvt
cvtsudoers
cwebp
cx18-ctl
cxl
cxpm
cygdb
cygdb3
cython
cython3
cythonize
cythonize3
date
dav1d
daxctl
db5.3
db_archive
db_checkpoint
db_convert
db_deadlock
db_dump
db_hotbackup
db_load
db_log_verify
dbmmanage
db_printlog
db_recover
db_replicate
db_stat
db_tuner
db_upgrade
dbus-binding-tool
dbus-cleanup-sockets
dbus-daemon
dbus-launch
dbus-monitor
dbus-run-session
dbus-send
dbus-test-tool
dbus-update-activation-environment
dbus-uuidgen
db_verify
dbwrap_tool
dc
dc1394_reset_bus
dcadec
dcb
dcomexec.py
dconf
dcraw_emu
dcraw_half
dd
ddbugtopbm
deallocvt
debconf-gettextize
debconf-updatepo
debugfs
dec265
decode_tm6000
delaunay
delpart
depmod
derb
designer-qt4
desktop-file-edit
desktop-file-install
desktop-file-validate
desktoptojson
devlink
df
dh
dh_assistant
dh_auto_build
dh_auto_clean
dh_auto_configure
dh_auto_install
dh_auto_test
dh_bugfiles
dh_builddeb
dh_clean
dh_compress
dhcpcd
dh_dwz
dh_fixperms
dh_gencontrol
dh_icons
dh_install
dh_installalternatives
dh_installcatalogs
dh_installchangelogs
dh_installcron
dh_installdeb
dh_installdebconf
dh_installdirs
dh_installdocs
dh_installemacsen
dh_installexamples
dh_installgsettings
dh_installifupdown
dh_installinfo
dh_installinit
dh_installinitramfs
dh_installlogcheck
dh_installlogrotate
dh_installman
dh_installmanpages
dh_installmenu
dh_installmime
dh_installmodules
dh_installpam
dh_installppp
dh_installsystemd
dh_installsystemduser
dh_installsysusers
dh_installtmpfiles
dh_installudev
dh_installwm
dh_installxfonts
dh_link
dh_lintian
dh_listpackages
dh_makeshlibs
dh_md5sums
dh_missing
dh_movefiles
dh_perl
dh_prep
dh_shlibdeps
dh_strip
dh_strip_nondeterminism
dh_systemd_enable
dh_systemd_start
dh_testdir
dh_testroot
dh_ucf
dh_update_autotools_config
dh_usrlocal
diff
diff3
diffimg
dijkstra
dir
dirb
dirb-gendict
dircolors
dirmngr
dirmngr-client
dirname
disable-paste
disco
display
display-buttons
display-coords
djpeg
djxl
dkms
dlc3
dltest
dmcs
dmenu
dmenu_path
dmenu_run
dmesg
dmeventd
dmevent_tool
dmraid
dmsetup
dmstats
dm-tool
dnsdomainname
doge
dosfsck
dosfslabel
dot
dot2gxl
dot_builtins
downgrade
doxygen
doxywizard
dpapi.py
dpipe
dpkg
dpkg-architecture
dpkg-buildflags
dpkg-buildpackage
dpkg-checkbuilddeps
dpkg-deb
dpkg-distaddfile
dpkg-divert
dpkg-fsys-usrunmess
dpkg-genbuildinfo
dpkg-genchanges
dpkg-gencontrol
dpkg-gensymbols
dpkg-maintscript-helper
dpkg-mergechangelogs
dpkg-name
dpkg-parsechangelog
dpkg-query
dpkg-realpath
dpkg-scanpackages
dpkg-scansources
dpkg-shlibdeps
dpkg-source
dpkg-split
dpkg-statoverride
dpkg-trigger
dpkg-vendor
dpl4hydra.sh
drill
drmdevice
dropdb
dropuser
dselect
dtagnames
dtc
dtd2rng
dtd2xsd
dtdiff
dtsdec
du
dubdv
dumpcap
dumpe2fs
dumpexfat
dumpiso
dumpkeys
dumpmscat
dumpsexp
dvb-fe-tool
dvb-format-convert
dvbv5-daemon
dvbv5-scan
dvbv5-zap
dvconnect
dvcont
dvipdf
dwebp
dwp
e2freefrag
e2fsck
e2image
e2label
e2mmpstatus
e2scrub
e2scrub_all
e2undo
e4crypt
e4defrag
ebook2html
ebook2raw
ebook2text
ebtables-nft
ebtables-nft-restore
ebtables-nft-save
ebtables-translate
echo
ecpg
ed
ed2k-link
eddystone
edgepaint
editcap
edonr256-hash
edonr512-hash
efibootdump
efibootmgr
efi-readvar
efisecdb
efitool-mkusb
efi-updatevar
efivar
eglewinfo
egrep
eject
elc3
elf2dmp
elfedit
enchant-2
enchant-lsmod-2
encodedv
enum4linux
env
envsubst
envvars
envvars-std
eps2eps
eqn
eqn2graph
era_check
era_dump
era_invalidate
era_restore
erb
escapesrc
escp2topbm
esentutl.py
espefuse.py
espsecure.py
esptool.py
eu-addr2line
eu-ar
eu-elfclassify
eu-elfcmp
eu-elfcompress
eu-elflint
eu-findtextrel
eu-make-debug-archive
eu-nm
eu-objdump
eu-ranlib
eu-readelf
eu-size
eu-stack
eu-strings
eu-strip
eutp
eu-unstrip
eventlogadm
event_rpcgen.py
exchanger.py
exempi
exfatfsck
exfatlabel
exiv2
expac
expand
expiry
expr
exr2aces
exrenvmap
exrheader
exrinfo
exrmakepreview
exrmaketiled
exrmultipart
exrmultiview
exrstdattr
extract_a52
extract_dca
extract_dts
extract_mpeg2
eyuvtoppm
f2py
f2py2
f2py2.7
f2py3
f2py3.10
faac
faad
factor
faillock
faillog
faked
fakeroot
fallocate
false
fancontrol
fatlabel
fax2ps
fax2tiff
fb_config
fc-cache
fc-cat
fc-conflist
fcgistarter
fc-list
fc-match
fc-pattern
fcplay
fc-query
fc-scan
fc-validate
fdisk
fdp
fdtdump
fdtget
fdtoverlay
fdtput
feh
ffmpeg
ffplay
ffprobe
fftwf-wisdom
fftwl-wisdom
fftwq-wisdom
fftw-wisdom
fftw-wisdom-to-conf
fgconsole
fgrep
fh2raw
fh2svg
fh2text
fiascotopnm
file
filecap
filefrag
filezilla
fincore
find
findDelegation.py
findfs
findmnt
findssl.sh
fingerprint-gui
fingerprint-identifier
firefox
fitstopnm
fixparts
fixqt4headers.pl
fixqt4headers.pl-qt5
flac
flashrom
flash-var
flask
flex
flex++
flock
fluidsynth
fmt
fold
fpcalc
fprintd-delete
fprintd-enroll
fprintd-list
fprintd-verify
free
freeaptxdec
freeaptxenc
freerdp-proxy
freerdp-shadow-cli
fribidi
fsadm
fsck
fsck.btrfs
fsck.cramfs
fsck.exfat
fsck.ext2
fsck.ext3
fsck.ext4
fsck.fat
fsck.minix
fsck.msdos
fsck.vfat
fsck.xfs
fsfreeze
fstopgm
fstrim
ftdi_eeprom
ftp
ftpd
fullcircle
funzip
fuser
fusermount
fusermount3
fusermount-glusterfs
fusuma
fusuma-sendkey
fzf
fzf-tmux
fzputtygen
fzsftp
g++
g3topbm
gacutil
gacutil2
galera_new_cluster
galera_recovery
gapplication
gatt-service
gawk
gawk-5.2.1
gawkbug
gc
gcab
gcc
gcc-ar
gcc-nm
gcc-ranlib
gcore
gcov
gcov-tool
gcron.py
gcr-viewer
gd2copypal
gd2togif
gd2topng
gdb
gdb-add-index
gdbm_dump
gdbm_load
gdbmtool
gdbserver
gdbus
gdbus-codegen
gdcmpgif
gdialog
gdiffmk
gdisk
gdk-pixbuf-csource
gdk-pixbuf-pixdata
gdk-pixbuf-query-loaders
gdk-pixbuf-thumbnailer
gdparttopng
gdtopng
gem
gemtopbm
gemtopnm
genbrk
gencat
genccode
gencfu
gencmn
gencnval
gendict
gendiff
gen-enc-table
genl
genl-ctrl-list
gennorm2
genrb
gensprep
gentest
genxs
geqn
GetADUsers.py
getArch.py
getcap
getcifsacl
getconf
get-edid
getent
getfacl
getfattr
Get-GPPPassword.py
getkeycodes
GetNPUsers.py
getopt
getPac.py
getpcaps
getST.py
getsubids
gettext
gettextize
gettext.sh
getTGT.py
GetUserSPNs.py
get-versions
gf_attach
gfind_missing_files
ghc-pkg
ghc-pkg-9.0.2
ghidra
ghostscript
gif2rgb
gif2webp
gifbuild
gifclrmp
giffix
giftext
giftogd2
giftool
giftopnm
gio
gio-querymodules
g-ir-annotation-tool
g-ir-compiler
g-ir-doc-tool
g-ir-generate
g-ir-inspect
g-ir-scanner
git
git2_cli
git-cvsserver
gitk
git-receive-pack
git-shell
git-upload-archive
git-upload-pack
gkbd-keyboard-display
glewinfo
glib-compile-resources
glib-compile-schemas
glib-genmarshal
glib-gettextize
glib-mkenums
glilypond
glslangValidator
glslc
gluster
glusterd
gluster-eventsapi
glustereventsd
glusterfind
glusterfs
glusterfsd
gluster-georep-sshkey
gluster-mountbroker
gluster-setgfid2path
glxewinfo
gml2gv
gnome-font-viewer
gnome-thumbnail-font
gnutls-cli
gnutls-cli-debug
gnutls-serv
go
gobject-query
gofmt
goldenPac.py
gost12-256-hash
gost12-512-hash
gouldtoppm
gp-archive
gpasswd
gp-collect-app
gp-display-html
gp-display-src
gp-display-text
gperl
gpg
gpg2
gpg-agent
gpgconf
gpg-connect-agent
gpg-error
gpgme-json
gpgme-tool
gpgparsemail
gpgrt-config
gpgscm
gpgsm
gpgsplit
gpgtar
gpgv
gpgv2
gpg-wks-server
gpinyin
gpm
gpm-root
gprof
gprofng
gr2fonttest
grap2graph
graphml2gv
grep
gresource
grn
grodvi
groff
groffer
grog
grolbp
grolj4
gropdf
grops
grotty
groupadd
groupdel
groupmems
groupmod
groups
grpck
grpconv
grpunconv
grub-bios-setup
grub-customizer
grub-editenv
grub-file
grub-fstest
grub-glue-efi
grub-install
grub-kbdcomp
grub-macbless
grub-menulst2cfg
grub-mkconfig
grub-mkfont
grub-mkimage
grub-mklayout
grub-mknetdir
grub-mkpasswd-pbkdf2
grub-mkrelpath
grub-mkrescue
grub-mkstandalone
grub-mount
grub-ofpathname
grub-probe
grub-reboot
grub-render-label
grub-script-check
grub-set-default
grub-sparc64-setup
grub-syslinux2cfg
gs
gsbj
gscreenshot
gscreenshot-cli
gscriptor
gsdj
gsdj500
gsettings
gsf
gsf-office-thumbnailer
gsf-vba-dump
gslj
gslp
gsnd
gss-client
gssdp-device-sniffer
gss-server
gst-device-monitor-1.0
gst-discoverer-1.0
gst-inspect-1.0
gst-launch-1.0
gst-play-1.0
gst-stats-1.0
gst-tester-1.0
gst-transcoder-1.0
gst-typefind-1.0
gsx
gtbl
gtester
gtester-report
gtf
gtk4-broadwayd
gtk4-builder-tool
gtk4-encode-symbolic-svg
gtk4-launch
gtk4-query-settings
gtk4-update-icon-cache
gtk-builder-convert
gtk-builder-tool
gtk-demo
gtkdoc-check
gtkdoc-depscan
gtkdoc-fixxref
gtkdocize
gtkdoc-mkdb
gtkdoc-mkhtml
gtkdoc-mkhtml2
gtkdoc-mkman
gtkdoc-mkpdf
gtkdoc-rebase
gtkdoc-scan
gtkdoc-scangobj
gtk-encode-symbolic-svg
gtk-launch
gtk-lshw
gtk-query-immodules-2.0
gtk-query-immodules-3.0
gtk-query-settings
gtk-update-icon-cache
gts2dxf
gts2oogl
gts2stl
gts2xyz
gtscheck
gtscompare
gts-config
gtstemplate
guild
guile
guile-config
guile-snarf
guile-tools
gunzip
gupnp-binding-tool-1.6
gupnp-dlna-info-2.0
gupnp-dlna-ls-profiles-2.0
gusbcmd
gv2gml
gv2gxl
gvcolor
gvedit
gvgen
gvmap
gvmap.sh
gvpack
gvpr
gxditview
gxl2dot
gxl2gv
gzexe
gzip
half_mt
halt
handy-1-demo
happrox
hardlink
has160-hash
hash-to-efi-sig-list
hb-info
hb-ot-shape-closure
hb-shape
hb-subset
hcieventmask
hcisecfilter
hdifftopam
hdrcopy
head
healthd
heif-convert
heif-enc
heif-info
heif-thumbnailer
hex2hcd
hexdump
hid2hci
hipstopgm
hltest
hmac256
homectl
hostid
hostname
hostnamectl
hpcdtoppm
hpftodit
htcacheclean
htdbm
htdigest
html2dic
html2text
htpasswd
httpcfg
httpd
httxt2dbm
hunspell
hunzip
hwclock
hwdb
hwloc-annotate
hwloc-bind
hwloc-calc
hwloc-compress-dir
hwloc-diff
hwloc-distrib
hwloc-dump-hwdata
hwloc-gather-cpuid
hwloc-gather-topology
hwloc-info
hwloc-ls
hwloc-patch
hwloc-ps
hwsim
hydra
hydra-wizard.sh
hzip
i3
i386
i3bar
i3-config-wizard
i3-dmenu-desktop
i3-dump-log
i3-input
i3lock
i3-migrate-config-to-v4
i3-msg
i3-nagbar
i3-save-tree
i3-sensible-editor
i3-sensible-pager
i3-sensible-terminal
i3status
i3-with-shmlog
i686-pc-linux-gnu-pkg-config
ibeacon
iceauth
icontopbm
iconv
iconvconfig
icu-config
icuexportdata
icuinfo
icupkg
id
identify
idevicebackup
idevicebackup2
idevicecrashreport
idevicedate
idevicedebug
idevicedebugserverproxy
idevicediagnostics
ideviceenterrecovery
idevice_id
ideviceimagemounter
ideviceinfo
idevicename
idevicenotificationproxy
idevicepair
ideviceprovision
idevicescreenshot
idevicesetlocation
idevicesyslog
idiag-socket-details
idl2wrs
idle
idle2
idle3
idle3.10
idn
idn2
iecset
ifconfig
ifnames
ifrename
ifstat
ifuse
ijs_client_example
ijs-config
ijs_server_example
ikdasm
ilasm
ilbmtoppm
illinkanalyzer
img2txt
img2webp
imgcmp
imginfo
imgtoppm
